time_start,time_end,model,launch_place,target,carrier,launched,destroyed,not_reach_goal
4/1/2024 18:00,4/1/2024 18:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
4/1/2024,4/1/2024,Reconnaissance UAVs,Black Sea,south,Unknown,1,1,
3/31/2024,3/31/2024 8:00,Cruise Missiles,Zaporizhzhia oblast,Ukraine,Unknown,1,0,
3/31/2024,3/31/2024 8:00,Cruise Missiles,Saratov oblast,Ukraine,Tu-95MS,14,9,
3/31/2024,3/31/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,south,Unknown,11,9,
3/31/2024,3/31/2024 8:00,Ballistic Missiles,Crimea,Ukraine,Unknown,1,0,
3/31/2024,3/31/2024,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
3/30/2024 14:50,3/30/2024 14:50,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
3/30/2024,3/30/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Ukraine,,12,9,
3/30/2024,3/30/2024 8:00,Surface-to-Air Missiles (SAM),Unknown,Donetsk oblast,Unknown,4,0,
3/30/2024,3/30/2024,Cruise Missiles,Unknown,south,Unknown,1,1,
3/30/2024,3/30/2024,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
3/30/2024,3/30/2024,Loitering Munition (Kamikaze Drones),Unknown,south,Unknown,1,1,
3/29/2024 15:00,3/29/2024 15:00,Cruise Missiles,Black Sea,Odesa oblast,Unknown,2,2,
3/29/2024,3/29/2024 8:00,Cruise Missiles,Belgorod oblast,Ukraine,9 x Su-34,9,5,
3/29/2024,3/29/2024 8:00,Hypersonic Missiles,Ryazan oblast,Ukraine,3 x MIG-31K,3,0,
3/29/2024,3/29/2024 8:00,Cruise Missiles,Engels-2,Ukraine,11 x Tu-95MS,21,17,
3/29/2024,3/29/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,Ukraine,Unknown,60,58,
3/29/2024,3/29/2024 8:00,Ballistic Missiles,Crimea,Ukraine,Unknown,2,0,
3/29/2024,3/29/2024 8:00,Cruise Missiles,Kursk oblast,Ukraine,Unknown,4,4,
3/28/2024,3/28/2024 8:00,Cruise Missiles,Black Sea,south,Unknown,1,0,
3/28/2024,3/28/2024 8:00,Cruise Missiles,Black Sea,south,Unknown,3,0,
3/28/2024,3/28/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea and Kursk oblast",south and east,,28,26,
3/28/2024,3/28/2024 8:00,Surface-to-Air Missiles (SAM),Unknown,Donetsk oblast,Unknown,1,0,
3/27/2024 18:00,3/27/2024 18:00,Cruise Missiles,Unknown,Zaporizhzhia oblast,Unknown,1,1,
3/27/2024 18:00,3/27/2024 18:00,Reconnaissance UAVs,Unknown,Dnipropetrovsk oblast,Unknown,1,1,
3/27/2024 16:10,3/27/2024 16:10,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
3/27/2024,3/27/2024 8:00,Loitering Munition (Kamikaze Drones),Kursk oblast,Kharkiv oblast and Kyiv oblast and Sumy oblast,Unknown,13,10,
3/26/2024 16:05,3/26/2024 16:05,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
3/26/2024,3/26/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea and Kursk oblast",south and east,,12,12,
3/26/2024,3/26/2024 8:00,Surface-to-Air Missiles (SAM),Unknown,Donetsk oblast,Unknown,2,2,
3/25/2024 20:55,3/25/2024 20:55,Unknown UAV,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
3/25/2024 10:30,3/25/2024 10:30,Hypersonic Missiles,Crimea,Kyiv,Unknown,2,2,
3/25/2024,3/25/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Odesa oblast and Mykolaiv oblast,,9,8,
3/24/2024,3/24/2024 8:00,Cruise Missiles,Engels-2,Ukraine,14 x Tu-95MS,29,18,
3/24/2024,3/24/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,28,25,
3/24/2024,3/24/2024,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
3/24/2024,3/24/2024,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
3/23/2024,3/23/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea and Kursk oblast",Ukraine,,34,31,
3/23/2024,3/23/2024 8:00,Surface-to-Air Missiles (SAM),Unknown,Donetsk oblast,Unknown,4,0,
3/23/2024,3/23/2024,Reconnaissance UAVs,Unknown,south,Unknown,2,2,
3/22/2024 2:00,3/22/2024 9:00,Cruise Missiles,Zaporizhzhia oblast,east,Su-34,2,2,
3/22/2024 2:00,3/22/2024 9:00,Hypersonic Missiles,Tambov oblast,Ukraine,10 x MIG-31K,7,0,
3/22/2024 2:00,3/22/2024 9:00,Cruise Missiles,Rostov oblast,Ukraine,Tu-22M3,5,0,
3/22/2024 2:00,3/22/2024 9:00,Cruise Missiles,Caspian Sea,Ukraine,13 x Tu-95MS,40,35,
3/22/2024 2:00,3/22/2024 9:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,63,55,
3/22/2024 2:00,3/22/2024 9:00,Ballistic Missiles,Belgorod oblast and Crimea,Ukraine,Unknown,12,0,
3/22/2024 2:00,3/22/2024 9:00,Surface-to-Air Missiles (SAM),Belgorod oblast and Kursk oblast,Ukraine,Unknown,22,0,
3/21/2024 3:00,3/21/2024 7:00,Cruise Missiles,Volgodonsk and Engels-2,Kyiv oblast,11 x Tu-95MS,29,29,
3/21/2024 3:00,3/21/2024 7:00,Ballistic Missiles,Unknown,Kyiv oblast,Unknown,2,2,
3/21/2024,3/21/2024,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,1,1,
3/21/2024,3/21/2024,Loitering Munition (Kamikaze Drones),Unknown,Odesa oblast,Unknown,2,2,
3/20/2024,3/20/2024,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,2,2,
3/19/2024,3/19/2024 8:00,Reconnaissance UAVs,Unknown,Odesa oblast,Unknown,3,3,
3/18/2024,3/18/2024 8:00,Cruise Missiles,Unknown,Sumy oblast,Unknown,2,0,
3/18/2024,3/18/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,22,17,
3/18/2024,3/18/2024 8:00,Surface-to-Air Missiles (SAM),Unknown,Kharkiv oblast,Unknown,5,0,
3/17/2024,3/17/2024 8:00,Cruise Missiles,Unknown,Chernihiv oblast,Unknown,2,0,
3/17/2024,3/17/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Odesa oblast,,17,14,
3/17/2024,3/17/2024 8:00,Surface-to-Air Missiles (SAM),Unknown,Kharkiv oblast and Donetsk oblast,Unknown,5,0,
3/16/2024,3/16/2024 8:00,Loitering Munition (Kamikaze Drones),Unknown,Kharkiv oblast,Unknown,2,2,
3/15/2024,3/15/2024 8:00,Cruise Missiles,Unknown,Poltava oblast,Unknown,1,0,
3/15/2024,3/15/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,Ukraine,Unknown,27,27,
3/15/2024,3/15/2024 8:00,Surface-to-Air Missiles (SAM),Unknown,Kharkiv oblast and Donetsk oblast,Unknown,7,0,
3/14/2024,3/14/2024 8:00,Loitering Munition (Kamikaze Drones),Unknown,east,Unknown,13,13,
3/14/2024,3/14/2024 8:00,Loitering Munition (Kamikaze Drones),Unknown,south,Unknown,3,3,
3/13/2024 12:00,3/13/2024 12:00,Aerial Bomb,Unknown,Odesa oblast,Unknown,1,1,
3/12/2024,3/12/2024 8:00,Cruise Missiles,Unknown,Odesa oblast,Unknown,1,1,
3/12/2024,3/12/2024 8:00,Loitering Munition (Kamikaze Drones),Unknown,south,Unknown,8,8,
3/11/2024,3/11/2024 8:00,Loitering Munition (Kamikaze Drones),Unknown,Odesa oblast,Unknown,10,10,
3/11/2024,3/11/2024 8:00,Loitering Munition (Kamikaze Drones),Unknown,Kharkiv oblast,Unknown,5,5,
3/11/2024,3/11/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,2,2,
3/10/2024,3/10/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,39,35,
3/10/2024,3/10/2024 8:00,Surface-to-Air Missiles (SAM),Unknown,Kharkiv oblast and Donetsk oblast,Unknown,4,0,
3/10/2024,3/10/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,3,3,
3/9/2024,3/9/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,15,12,
3/8/2024,3/8/2024 8:00,Cruise Missiles,Unknown,Ukraine,Unknown,2,0,
3/8/2024,3/8/2024 8:00,Loitering Munition (Kamikaze Drones),"Balaklava, Crimea",Ukraine,,37,33,
3/8/2024,3/8/2024 8:00,Surface-to-Air Missiles (SAM),Unknown,Ukraine,Unknown,1,0,
3/8/2024,3/8/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,1,1,
3/6/2024 15:00,3/6/2024 15:00,Reconnaissance UAVs,Unknown,Kharkiv oblast,Unknown,1,1,
3/6/2024,3/6/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea and Balaklava, Crimea and Kursk oblast",Ukraine,,42,38,
3/5/2024 16:00,3/5/2024 16:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
3/5/2024,3/5/2024,Loitering Munition (Kamikaze Drones),"Balaklava, Crimea",Odesa oblast,,22,18,
3/4/2024 16:00,3/4/2024 16:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
3/3/2024 20:00,3/3/2024 20:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
3/2/2024,3/2/2024 8:00,Reconnaissance UAVs,Unknown,south,Unknown,1,1,
3/2/2024,3/2/2024 8:00,Other Combinations,Kherson oblast and Donetsk oblast,east,Unknown,3,0,
3/2/2024,3/2/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Balaklava, Crimea",east,,17,14,
3/1/2024 16:00,3/1/2024 16:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
3/1/2024,3/1/2024 8:00,Unknown UAV,Unknown,Dnipropetrovsk oblast,Unknown,1,1,
3/1/2024,3/1/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,east,Unknown,4,4,
3/1/2024,3/1/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast and Donetsk oblast,east,Unknown,5,0,
2/29/2024,2/29/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,2,2,
2/28/2024,2/28/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,10,10,
2/28/2024,2/28/2024 8:00,Surface-to-Air Missiles (SAM),Donetsk oblast,Ukraine,Unknown,,0,
2/28/2024,2/28/2024,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
2/28/2024,2/28/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,1,1,
2/27/2024,2/27/2024 8:00,Cruise Missiles,Unknown,Ukraine,Unknown,4,2,
2/27/2024,2/27/2024 8:00,Cruise Missiles,Unknown,Kherson oblast,Unknown,1,0,
2/27/2024,2/27/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,Ukraine,Unknown,13,11,
2/27/2024,2/27/2024 8:00,Ballistic Missiles,Voronezh oblast,Ukraine,Unknown,,0,
2/27/2024,2/27/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,2,2,
2/27/2024,2/27/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
2/26/2024,2/26/2024 8:00,Cruise Missiles,Unknown,Dnipropetrovsk oblast,Unknown,3,3,
2/26/2024,2/26/2024 8:00,Cruise Missiles,Zaporizhzhia oblast,Ukraine,Unknown,1,0,
2/26/2024,2/26/2024 8:00,Loitering Munition (Kamikaze Drones),Kursk oblast,Ukraine,Unknown,14,9,
2/26/2024,2/26/2024 8:00,Ballistic Missiles,Crimea,Ukraine,Unknown,1,0,
2/26/2024,2/26/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,Ukraine,Unknown,2,0,
2/26/2024,2/26/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,2,2,
2/26/2024,2/26/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
2/25/2024,2/25/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,18,16,
2/24/2024,2/24/2024 8:00,Cruise Missiles,Kherson oblast,south,Unknown,3,2,
2/24/2024,2/24/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,12,12,
2/24/2024,2/24/2024 8:00,Ballistic Missiles,Rostov oblast,east,Unknown,2,0,
2/24/2024,2/24/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
2/23/2024,2/23/2024 8:00,Cruise Missiles,Black Sea,Ukraine,Unknown,1,0,
2/23/2024,2/23/2024 8:00,Cruise Missiles,Black Sea,Ukraine,Unknown,2,0,
2/23/2024,2/23/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,31,23,
2/23/2024,2/23/2024 8:00,Surface-to-Air Missiles (SAM),Unknown,Donetsk oblast,Unknown,3,0,
2/23/2024,2/23/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
2/23/2024,2/23/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
2/22/2024,2/22/2024 8:00,Cruise Missiles,Black Sea,Ukraine,Unknown,1,0,
2/22/2024,2/22/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,10,8,
2/21/2024,2/21/2024 8:00,Cruise Missiles,Belgorod oblast,Poltava oblast,Unknown,1,1,
2/21/2024,2/21/2024 8:00,Cruise Missiles,Rostov oblast,Ukraine,Unknown,4,0,
2/21/2024,2/21/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,19,13,
2/21/2024,2/21/2024 8:00,Surface-to-Air Missiles (SAM),Rostov oblast,Ukraine,Unknown,1,0,
2/20/2024,2/20/2024 8:00,Cruise Missiles,Zaporizhzhia oblast,Ukraine,Unknown,1,0,
2/20/2024,2/20/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,23,23,
2/20/2024,2/20/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,Ukraine,Unknown,2,0,
2/19/2024 18:00,2/19/2024 18:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
2/19/2024,2/19/2024 8:00,Loitering Munition (Kamikaze Drones),Belgorod oblast,Kharkiv oblast,Unknown,4,4,
2/19/2024,2/19/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,1,1,
2/18/2024,2/18/2024 8:00,Cruise Missiles,Zaporizhzhia oblast,Ukraine,Unknown,1,1,
2/18/2024,2/18/2024 8:00,Cruise Missiles,Voronezh oblast,Ukraine,Unknown,3,0,
2/18/2024,2/18/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,Ukraine,Unknown,14,12,
2/18/2024,2/18/2024 8:00,Surface-to-Air Missiles (SAM),Donetsk oblast,Ukraine,Unknown,6,0,
2/17/2024 18:00,2/17/2024 18:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
2/17/2024,2/17/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
2/17/2024,2/17/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
2/16/2024 18:00,2/16/2024 18:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
2/15/2024,2/15/2024 8:00,Cruise Missiles,Kursk oblast,Zaporizhzhia oblast,Unknown,4,2,
2/15/2024,2/15/2024 8:00,Cruise Missiles,"Engels-2, Caspian Sea",Ukraine,10 x Tu-95MS,12,8,
2/15/2024,2/15/2024 8:00,Cruise Missiles,Black Sea,Ukraine,"Navi, Novorossiysk",2,2,
2/15/2024,2/15/2024 8:00,Ballistic Missiles,Voronezh oblast,east,Unknown,6,1,
2/15/2024,2/15/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,east,Unknown,2,0,
2/13/2024,2/13/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,23,16,
2/13/2024,2/13/2024,Cruise Missiles,Unknown,Odesa oblast,Unknown,1,1,
2/13/2024,2/13/2024,Loitering Munition (Kamikaze Drones),Unknown,Mykolaiv oblast,Unknown,1,1,
2/12/2024,2/12/2024 8:00,Cruise Missiles,Zaporizhzhia oblast,"Dnipropetrovsk oblast, Novomoskovsk Raion",,1,1,
2/12/2024,2/12/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,17,14,
2/12/2024,2/12/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,Ukraine,Unknown,,0,
2/11/2024,2/11/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea and Balaklava, Crimea",Ukraine,,45,40,
2/10/2024,2/10/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea and Kursk oblast",Ukraine,,31,23,
2/9/2024,2/9/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea and Kursk oblast",Ukraine,,16,10,
2/9/2024,2/9/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
2/9/2024,2/9/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
2/8/2024 17:00,2/8/2024 17:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
2/8/2024,2/8/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Ukraine,,17,11,
2/7/2024,2/7/2024 8:00,Cruise Missiles,"Kursk oblast and Sevastopol, Crimea",Ukraine,Tu-22M3,4,0,
2/7/2024,2/7/2024 8:00,Cruise Missiles,"Engels-2, Caspian Sea",Ukraine,10 x Tu-95MS,29,26,
2/7/2024,2/7/2024 8:00,Loitering Munition (Kamikaze Drones),"Chauda, Crimea",Ukraine,,20,15,
2/7/2024,2/7/2024 8:00,Cruise Missiles,Black Sea,Ukraine,Navi,3,3,
2/7/2024,2/7/2024 8:00,Ballistic Missiles,"Cape Tarkhankut, Crimea and Voronezh oblast",Ukraine,,3,0,
2/7/2024,2/7/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,Ukraine,Unknown,5,0,
2/6/2024 17:00,2/6/2024 17:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
2/3/2024 17:00,2/3/2024 17:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
2/3/2024,2/3/2024 8:00,Cruise Missiles,Belgorod oblast,Ukraine,Unknown,2,0,
2/3/2024,2/3/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,14,9,
2/2/2024,2/2/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,24,11,
2/2/2024,2/2/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
2/1/2024,2/1/2024 8:00,Loitering Munition (Kamikaze Drones),Unknown,Kharkiv oblast,Unknown,4,2,
2/1/2024,2/1/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
1/31/2024 16:00,1/31/2024 16:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
1/31/2024,1/31/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea and Kursk oblast",Ukraine,,20,14,
1/31/2024,1/31/2024 8:00,Surface-to-Air Missiles (SAM),Crimea and Voronezh oblast,Ukraine,Unknown,3,0,
1/31/2024,1/31/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
1/31/2024,1/31/2024,Loitering Munition (Kamikaze Drones),Unknown,Kherson oblast,Unknown,2,2,
1/30/2024 18:00,1/30/2024 18:00,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
1/30/2024,1/30/2024 8:00,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
1/30/2024,1/30/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,35,15,
1/30/2024,1/30/2024 8:00,Surface-to-Air Missiles (SAM),Donetsk oblast,Donetsk oblast,Unknown,2,0,
1/29/2024,1/29/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,8,8,
1/29/2024,1/29/2024 8:00,Ballistic Missiles,Voronezh oblast,east,Unknown,1,0,
1/29/2024,1/29/2024 8:00,Surface-to-Air Missiles (SAM),Donetsk oblast,Donetsk oblast,Unknown,3,0,
1/28/2024 14:00,1/28/2024 14:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
1/28/2024,1/28/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,east,Unknown,8,4,
1/28/2024,1/28/2024 8:00,Ballistic Missiles,Voronezh oblast,Poltava oblast,Unknown,2,0,
1/28/2024,1/28/2024 8:00,Surface-to-Air Missiles (SAM),Donetsk oblast,Donetsk oblast,Unknown,3,0,
1/27/2024,1/27/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Kirovohrad oblast,Unknown,4,4,
1/27/2024,1/27/2024 8:00,Ballistic Missiles,Rostov oblast,Donetsk oblast,Unknown,1,0,
1/25/2024 16:00,1/25/2024 16:00,Cruise Missiles,Unknown,Mykolaiv oblast,Su-34,1,1,
1/25/2024,1/25/2024 8:00,Loitering Munition (Kamikaze Drones),"Primorsko-Akhtarsk and Chauda, Crimea",Ukraine,,14,11,
1/25/2024,1/25/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,Kharkiv oblast and Donetsk oblast,Unknown,4,0,
1/24/2024 15:00,1/24/2024 15:00,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,2,2,
1/24/2024,1/24/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,2,2,
1/23/2024,1/23/2024 8:00,Cruise Missiles,Belgorod oblast,east,Su-34,2,1,
1/23/2024,1/23/2024 8:00,Cruise Missiles,Bryansk oblast and Oryol oblast,Kharkiv oblast and Sumy oblast,Tu-22M3,8,0,
1/23/2024,1/23/2024 8:00,Cruise Missiles,Engels-2,Ukraine,6 x Tu-95MS,15,15,
1/23/2024,1/23/2024 8:00,Ballistic Missiles,Belgorod oblast and Voronezh oblast,east,Unknown,12,5,
1/23/2024,1/23/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,Kharkiv oblast,Unknown,4,0,
1/22/2024 18:00,1/22/2024 18:00,Cruise Missiles,Unknown,Mykolaiv oblast,Su-34,1,1,
1/22/2024,1/22/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,8,8,
1/21/2024,1/21/2024,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
1/20/2024,1/20/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,Ukraine,Unknown,7,4,
1/20/2024,1/20/2024 8:00,Surface-to-Air Missiles (SAM),Luhansk oblast,Donetsk oblast,Unknown,3,0,
1/18/2024,1/18/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk and Kursk oblast,south and north,Unknown,33,22,
1/18/2024,1/18/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,Kharkiv oblast,Unknown,2,0,
1/17/2024,1/17/2024 8:00,Loitering Munition (Kamikaze Drones),Unknown,Ukraine,Unknown,19,19,
1/17/2024,1/17/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,Kharkiv oblast,Unknown,2,0,
1/17/2024,1/17/2024,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
1/17/2024,1/17/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
1/17/2024,1/17/2024,Loitering Munition (Kamikaze Drones),Unknown,Mykolaiv oblast,Unknown,1,1,
1/16/2024,1/16/2024,Reconnaissance UAVs,Unknown,east,Unknown,1,1,
1/16/2024,1/16/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
1/15/2024,1/15/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,2,2,
1/15/2024,1/15/2024,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Dnipro Raion",,1,1,
1/15/2024,1/15/2024,Reconnaissance UAVs,Unknown,Mykolaiv oblast,Unknown,1,1,
1/14/2024,1/14/2024,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Kryvyi Rih Raion",,1,1,
1/13/2024 6:50,1/13/2024 8:00,Hypersonic Missiles,Tambov oblast,Ukraine,6 x MiG-31K,6,0,
1/13/2024,1/13/2024 8:00,Cruise Missiles,Bryansk oblast,Ukraine,Su-34,4,1,
1/13/2024,1/13/2024 8:00,Cruise Missiles,Kherson oblast,Ukraine,Su-35,2,0,
1/13/2024,1/13/2024 8:00,Cruise Missiles,Bryansk oblast,Ukraine,Tu-22M3,7,0,
1/13/2024,1/13/2024 8:00,Cruise Missiles,Caspian Sea,Ukraine,11 x Tu-95MS,12,7,
1/13/2024,1/13/2024 8:00,Loitering Munition (Kamikaze Drones),Kursk oblast,north,Unknown,3,0,
1/13/2024,1/13/2024 8:00,Surface-to-Air Missiles (SAM),Belgorod oblast,Ukraine,Unknown,7,0,
1/13/2024,1/13/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
1/10/2024,1/10/2024,Cruise Missiles,Unknown,"Dnipropetrovsk oblast, Synelnykove Raion",,1,1,
1/9/2024,1/9/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
1/9/2024,1/9/2024,Reconnaissance UAVs,Unknown,Kherson oblast,Unknown,1,1,
1/8/2024,1/8/2024 8:00,Hypersonic Missiles,Ryazan oblast and Tambov oblast,Ukraine,4 x MiG-31K,4,0,
1/8/2024,1/8/2024 8:00,Cruise Missiles,Belgorod oblast,Ukraine,Unknown,2,0,
1/8/2024,1/8/2024 8:00,Cruise Missiles,Belgorod oblast,Ukraine,Tu-22M3,8,0,
1/8/2024,1/8/2024 8:00,Cruise Missiles,Engels-2,Ukraine,11 x Tu-95MS,24,18,
1/8/2024,1/8/2024 8:00,Loitering Munition (Kamikaze Drones),Primorsko-Akhtarsk,south,Unknown,8,8,
